Figure Number,Setting,Select Measure,Select Measure 2,Response category,Population,Value type,Reporting Period,Select Group,Value,Low 95% CI,High 95% CI,Reliability
2,Residential Care Community,COVID-19 Cases,Chain status,Chain,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,77891.7,71955,83828,
2,Residential Care Community,COVID-19 Cases,Chain status,Non-chain,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,23698.3,20208,27189,
2,Residential Care Community,COVID-19 Cases,Chain status,Chain,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,11057.7,9101,13014,
2,Residential Care Community,COVID-19 Cases,Chain status,Non-chain,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,5804.6,4696,6913,
2,Residential Care Community,COVID-19 Cases,Ownership,For profit,Staff,Number,January 2020-July 2021,US Census Region: Northeast,9255.6,7686,10825,
2,Residential Care Community,COVID-19 Cases,Ownership,Nonprofit,Staff,Number,January 2020-July 2021,US Census Region: Northeast,3854.5,2953,4756,
2,Residential Care Community,COVID-19 Cases,Ownership,For profit,Staff,Number,January 2020-July 2021,US Census Region: Midwest,25071.3,22216,27926,
2,Residential Care Community,COVID-19 Cases,Ownership,Nonprofit,Staff,Number,January 2020-July 2021,US Census Region: Midwest,14781.2,12026,17537,
2,Residential Care Community,COVID-19 Cases,Ownership,For profit,Staff,Number,January 2020-July 2021,US Census Region: South,25992.1,22813,29171,
2,Residential Care Community,COVID-19 Cases,Ownership,Nonprofit,Staff,Number,January 2020-July 2021,US Census Region: South,8496.4,6217,10776,
2,Residential Care Community,COVID-19 Cases,Ownership,For profit,Staff,Number,January 2020-July 2021,US Census Region: West,25487.2,21722,29252,
2,Residential Care Community,COVID-19 Cases,Ownership,Nonprofit,Staff,Number,January 2020-July 2021,US Census Region: West,5709.1,3953,7465,
2,Residential Care Community,COVID-19 Cases,Ownership,For profit,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,74865.6,69075,80656,
2,Residential Care Community,COVID-19 Cases,Ownership,Nonprofit,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,26936.9,23028,30846,
2,Residential Care Community,COVID-19 Cases,Ownership,For profit,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,10940.6,9114,12768,
2,Residential Care Community,COVID-19 Cases,Ownership,Nonprofit,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,5904.4,4591,7217,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,Yes,Staff,Number,January 2020-July 2021,US Census Region: Northeast,5197.4,4125,6270,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,No,Staff,Number,January 2020-July 2021,US Census Region: Northeast,6759.3,5567,7952,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,Yes,Staff,Number,January 2020-July 2021,US Census Region: Midwest,21607.0,18605,24609,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,No,Staff,Number,January 2020-July 2021,US Census Region: Midwest,16180.1,13482,18878,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,Yes,Staff,Number,January 2020-July 2021,US Census Region: South,15328.6,12819,17839,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,No,Staff,Number,January 2020-July 2021,US Census Region: South,17225.7,14485,19967,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,Yes,Staff,Number,January 2020-July 2021,US Census Region: West,12444.7,10389,14501,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,No,Staff,Number,January 2020-July 2021,US Census Region: West,16958.9,13420,20498,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,Yes,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,46127.1,41810,50445,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,No,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,49235.2,44002,54469,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,Yes,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,8450.7,6713,10188,
2,Residential Care Community,COVID-19 Cases,Any PPE shortage,No,Staff,Number,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,7888.8,6485,9293,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,Total,40.3,38.1,42.6,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: Northeast,32.3,27.2,37.8,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: Midwest,44.0,39.9,48.1,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: South,39.6,35.6,43.9,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: West,40.2,36.1,44.4,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,Metropolitan Statistical Area: Metropolitan,40.6,38.1,43.2,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,Any since January 2020,Metropolitan Statistical Area: Non-metropolitan,38.9,34.4,43.6,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,Total,29.8,27.6,32,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,US Census Region: Northeast,25.0,20.2,30.5,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,US Census Region: Midwest,31.5,27.6,35.7,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,US Census Region: South,28.3,24.5,32.4,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,US Census Region: West,30.7,26.9,34.8,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,Metropolitan Statistical Area: Metropolitan,30.5,28.1,33.1,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,January-March 2020,Metropolitan Statistical Area: Non-metropolitan,25.6,21.6,30.1,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,Total,29.1,27,31.3,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,US Census Region: Northeast,22.8,18.2,28,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,US Census Region: Midwest,31.9,28.1,36,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,US Census Region: South,27.2,23.5,31.1,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,US Census Region: West,30.0,26.2,34,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,Metropolitan Statistical Area: Metropolitan,29.0,26.7,31.5,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,April-June 2020,Metropolitan Statistical Area: Non-metropolitan,29.5,25.3,34.1,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,Total,19.3,17.4,21.2,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,US Census Region: Northeast,10.2,7.4,13.9,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,US Census Region: Midwest,19.6,16.5,23.2,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,US Census Region: South,18.2,15,21.9,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,US Census Region: West,21.6,18.3,25.3,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,Metropolitan Statistical Area: Metropolitan,19.5,17.4,21.7,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,July-September 2020,Metropolitan Statistical Area: Non-metropolitan,18.1,14.8,22,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,Total,13.7,12.2,15.5,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: Northeast,8.2,5.9,11.2,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: Midwest,12.9,10.4,15.9,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: South,13.1,10.3,16.5,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: West,15.8,12.9,19.1,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,Metropolitan Statistical Area: Metropolitan,14.0,12.2,15.9,
3,Residential Care Community,"Eye protection, gloves, face masks, or isolation gowns",n/a,Yes,n/a,Percent,October 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,12.5,9.9,15.8,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,Total,41.9,39.6,44.2,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: Northeast,34.8,29.5,40.4,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: Midwest,41.3,37.1,45.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: South,39.4,35.3,43.7,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,US Census Region: West,45.3,41.2,49.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,Metropolitan Statistical Area: Metropolitan,43.0,40.5,45.7,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,Any since January 2020,Metropolitan Statistical Area: Non-metropolitan,35.4,31.1,39.9,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,Total,34.4,32.2,36.7,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,US Census Region: Northeast,29.2,24.2,34.8,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,US Census Region: Midwest,33.5,29.6,37.7,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,US Census Region: South,32.8,28.8,37,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,US Census Region: West,37.1,33.1,41.3,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,Metropolitan Statistical Area: Metropolitan,35.5,33,38.1,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,January-March 2020,Metropolitan Statistical Area: Non-metropolitan,28.5,24.4,32.9,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,Total,33.0,30.8,35.3,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,US Census Region: Northeast,25.1,20.4,30.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,US Census Region: Midwest,32.7,28.9,36.9,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,US Census Region: South,29.3,25.6,33.4,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,US Census Region: West,37.3,33.2,41.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,Metropolitan Statistical Area: Metropolitan,34.2,31.7,36.8,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,April-June 2020,Metropolitan Statistical Area: Non-metropolitan,26.4,22.7,30.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,Total,23.3,21.3,25.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,US Census Region: Northeast,12.3,9,16.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,US Census Region: Midwest,22.6,19.1,26.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,US Census Region: South,19.5,16.3,23.2,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,US Census Region: West,28.7,24.9,32.7,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,Metropolitan Statistical Area: Metropolitan,24.1,21.8,26.5,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,July-September 2020,Metropolitan Statistical Area: Non-metropolitan,19.3,15.9,23.2,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,Total,16.8,15.1,18.7,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: Northeast,10.5,7.4,14.8,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: Midwest,13.7,11.1,16.8,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: South,16.2,13.1,19.8,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,US Census Region: West,20.4,17.1,24.1,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,Metropolitan Statistical Area: Metropolitan,17.3,15.3,19.4,
3,Residential Care Community,N95 respirators,n/a,Yes,n/a,Percent,October 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,14.3,11.5,17.8,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,Total,88.7,87.2,90,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,89.6,85.7,92.5,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,89.5,86.8,91.7,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: South,88.1,85.1,90.6,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: West,88.5,85.8,90.7,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,88.4,86.7,89.9,
4,Residential Care Community,Screened symptoms daily,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,90.2,87.3,92.5,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,Total,63.9,61.7,66,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,73.9,69.7,77.8,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,73.1,69.1,76.7,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: South,65.0,61,68.8,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: West,55.5,51.5,59.5,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,63.7,61.2,66.1,
4,Residential Care Community,Notification of cases within 24 hours,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,65.1,60.4,69.5,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,Total,34.4,32.3,36.6,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,32.9,27.8,38.3,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,39.0,35,43.1,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: South,30.4,27,33.9,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: West,34.8,31,38.9,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,34.9,32.6,37.4,
4,Residential Care Community,Used telephonics/audio-only appointments,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,31.7,27.6,36.1,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,Total,39.2,37,41.4,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,37.9,32.7,43.5,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,45.3,41.1,49.5,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: South,38.5,34.8,42.3,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: West,36.2,32.4,40.2,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,39.6,37.2,42.1,
4,Residential Care Community,Used telemedicine/telehealth,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,36.7,32.4,41.3,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,Total,83.2,81.5,84.9,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,85.6,81.8,88.7,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,85.4,81.9,88.2,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: South,83.0,79.6,85.9,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,US Census Region: West,81.6,78.3,84.5,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,83.1,81,84.9,
4,Residential Care Community,Limited activities/hours/temporarily closed,n/a,Yes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,84.2,80.2,87.6,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,Total,47.7,45.4,50,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Total,42.2,39.9,44.4,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,Total,2.9,2.1,4.1,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Total,7.2,6.3,8.3,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,42.5,37.1,48,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,46.6,41.4,51.9,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,0.9,0.5,1.9,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,10.0,7.1,13.8,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,39.2,35.2,43.4,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,50.6,46.5,54.8,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,2.5,1.1,5.4,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,7.6,6,9.8,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: South,49.5,45.3,53.7,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: South,39.5,35.6,43.6,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: South,2.6,1.3,5,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: South,8.4,6.5,10.8,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: West,52.6,48.5,56.7,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: West,37.9,34,41.9,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: West,3.9,2.4,6.1,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: West,5.6,4.2,7.5,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,48.2,45.7,50.8,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,41.1,38.6,43.6,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,3.2,2.2,4.5,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,7.5,6.4,8.7,
5,Residential Care Community,Family and relatives,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,44.5,40,49.2,
5,Residential Care Community,Family and relatives,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,48.0,43.4,52.6,
5,Residential Care Community,Family and relatives,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,1.5,0.4,5.2,
5,Residential Care Community,Family and relatives,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,6.0,4.3,8.2,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,Total,59.3,57.1,61.5,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Total,30.8,28.8,32.9,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,Total,2.9,2.1,4.1,
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Total,7.0,6.1,8.1,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,49.4,44.1,54.6,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,39.5,34.7,44.4,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,0.9,0.5,1.9,
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,10.2,7.3,14.1,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,53.2,49,57.3,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,36.5,32.6,40.6,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,2.8,1.3,5.6,
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,7.6,5.9,9.7,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: South,58.7,54.7,62.7,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: South,30.6,26.9,34.5,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: South,2.6,1.3,4.8,
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: South,8.1,6.3,10.5,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: West,65.4,61.4,69.2,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: West,25.7,22.3,29.4,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: West,3.7,2.3,5.9,
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: West,5.2,3.9,7,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,59.6,57.1,62.1,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,30.1,27.8,32.4,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,3.1,2.2,4.3,
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,7.2,6.2,8.4,
5,Residential Care Community,Visitors,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,57.5,52.8,62,
5,Residential Care Community,Visitors,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,34.7,30.4,39.2,
5,Residential Care Community,Visitors,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,2.1,0.7,6.2,*
5,Residential Care Community,Visitors,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,5.7,4.1,7.8,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,Total,70.4,68.2,72.4,
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Total,17.5,15.8,19.3,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,Total,4.4,3.4,5.7,
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Total,7.7,6.7,8.9,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,68.9,64.5,73,
